14383739056739440,-3048,-13436,-206,322,18
Sat Aug 01 2015 19:43:04 GMT+0900 (Korea Standard Time),3048,6336,-15428,-559,274,182
Sat Aug 01 2015 19:43:04 GMT+0900 (Korea Standard Time),2960,6464,-15288,-240,48,-50
Sat Aug 01 2015 19:43:04 GMT+0900 (Korea Standard Time),2968,6532,-15180,-565,192,-13
Sat Aug 01 2015 19:43:05 GMT+0900 (Korea Standard Time),2988,6532,-15116,-230,61,-24
Sat Aug 01 2015 19:43:05 GMT+0900 (Korea Standard Time),3160,6664,-15088,-326,-209,202
Sat Aug 01 2015 19:43:05 GMT+0900 (Korea Standard Time),2876,6372,-15144,-496,259,24
Sat Aug 01 2015 19:43:06 GMT+0900 (Korea Standard Time),3044,6832,-14824,-92,-74,-54
Sat Aug 01 2015 19:43:06 GMT+0900 (Korea Standard Time),2896,6708,-14940,-203,11,101
Sat Aug 01 2015 19:43:06 GMT+0900 (Korea Standard Time),3304,6708,-15012,-11,209,-147
Sat Aug 01 2015 19:43:07 GMT+0900 (Korea Standard Time),3020,6528,-14976,-142,110,154
Sat Aug 01 2015 19:43:07 GMT+0900 (Korea Standard Time),2892,6540,-15048,-259,66,141
Sat Aug 01 2015 19:43:07 GMT+0900 (Korea Standard Time),2936,6568,-15016,-442,130,86
Sat Aug 01 2015 19:43:08 GMT+0900 (Korea Standard Time),3728,6044,-14224,-1693,-3200,-328
Sat Aug 01 2015 19:43:08 GMT+0900 (Korea Standard Time),1496,6720,-13364,9575,5343,-2390
Sat Aug 01 2015 19:43:08 GMT+0900 (Korea Standard Time),1164,9768,-11304,273,-3264,-2016
Sat Aug 01 2015 19:43:09 GMT+0900 (Korea Standard Time),-2648,6704,-15340,-5535,60,712
Sat Aug 01 2015 19:43:09 GMT+0900 (Korea Standard Time),-152,4912,-19764,-2039,4809,1841
Sat Aug 01 2015 19:43:09 GMT+0900 (Korea Standard Time),3240,4992,-16512,1312,-3991,2728
Sat Aug 01 2015 19:43:10 GMT+0900 (Korea Standard Time),-988,5780,-16860,-5497,-23952,-3803
Sat Aug 01 2015 19:43:10 GMT+0900 (Korea Standard Time),372,3256,-15212,-7233,-4399,-2005
Sat Aug 01 2015 19:43:10 GMT+0900 (Korea Standard Time),-1248,7840,-13420,-775,1310,381
Sat Aug 01 2015 19:43:11 GMT+0900 (Korea Standard Time),-376,8560,-14832,934,-291,-1212
Sat Aug 01 2015 19:43:11 GMT+0900 (Korea Standard Time),-444,7984,-14704,828,-393,-521
Sat Aug 01 2015 19:43:11 GMT+0900 (Korea Standard Time),-2284,7204,-15568,-756,-1856,-3859
Sat Aug 01 2015 19:43:12 GMT+0900 (Korea Standard Time),-4508,3756,-15920,-467,-7570,-4706
Sat Aug 01 2015 19:43:12 GMT+0900 (Korea Standard Time),-10596,1392,-15984,-1012,-5130,-6261
Sat Aug 01 2015 19:43:12 GMT+0900 (Korea Standard Time),-10588,-56,-10620,-1199,-1618,-1592
Sat Aug 01 2015 19:43:13 GMT+0900 (Korea Standard Time),-14868,2452,-14032,-7324,5621,1612
Sat Aug 01 2015 19:43:13 GMT+0900 (Korea Standard Time),-3432,3152,-3700,-1990,-2831,296
Sat Aug 01 2015 19:43:13 GMT+0900 (Korea Standard Time),-6008,-4532,-18516,24675,10988,-6385
Sat Aug 01 2015 19:43:14 GMT+0900 (Korea Standard Time),-1440,-1324,-16156,-2472,3176,-1123
Sat Aug 01 2015 19:43:14 GMT+0900 (Korea Standard Time),-1496,-1108,-17036,-1102,-4688,-3094
Sat Aug 01 2015 19:43:14 GMT+0900 (Korea Standard Time),-3980,-1028,-16064,-2252,-184,-55
Sat Aug 01 2015 19:43:15 GMT+0900 (Korea Standard Time),-4588,432,-15004,-9109,1242,2986
Sat Aug 01 2015 19:43:15 GMT+0900 (Korea Standard Time),-4212,10932,-12704,-8040,-62,2279
Sat Aug 01 2015 19:43:15 GMT+0900 (Korea Standard Time),-5344,7448,-7344,-8198,-2882,3425
Sat Aug 01 2015 19:43:16 GMT+0900 (Korea Standard Time),-3140,17664,-7188,5274,-2847,-12852
Sat Aug 01 2015 19:43:16 GMT+0900 (Korea Standard Time),-5496,20972,-7524,-6553,1955,14795
Sat Aug 01 2015 19:43:16 GMT+0900 (Korea Standard Time),-3328,13556,-4864,4456,907,-14445
Sat Aug 01 2015 19:43:17 GMT+0900 (Korea Standard Time),-6344,17920,-6444,-4905,-139,12173
Sat Aug 01 2015 19:43:17 GMT+0900 (Korea Standard Time),-4564,17588,-4992,4163,-182,-10929
Sat Aug 01 2015 19:43:18 GMT+0900 (Korea Standard Time),-4568,16428,-3716,-4481,2957,12144
Sat Aug 01 2015 19:43:18 GMT+0900 (Korea Standard Time),-4852,18268,-7284,3320,-1219,-11465
Sat Aug 01 2015 19:43:18 GMT+0900 (Korea Standard Time),-5612,9048,-4920,-5821,-1000,11896
Sat Aug 01 2015 19:43:19 GMT+0900 (Korea Standard Time),-5056,17800,-7876,1890,-660,-2193
Sat Aug 01 2015 19:43:19 GMT+0900 (Korea Standard Time),-6396,13440,-10248,5937,-530,-555
Sat Aug 01 2015 19:43:19 GMT+0900 (Korea Standard Time),-6032,6988,-7148,378,1175,544
Sat Aug 01 2015 19:43:20 GMT+0900 (Korea Standard Time),-5180,9464,-13972,9725,6899,-4182
Sat Aug 01 2015 19:43:20 GMT+0900 (Korea Standard Time),-5204,3588,-14468,-1109,-1353,-2521
Sat Aug 01 2015 19:43:20 GMT+0900 (Korea Standard Time),-6004,4656,-16092,10040,-85,1581
Sat Aug 01 2015 19:43:21 GMT+0900 (Korea Standard Time),-5180,-1124,-13940,-164,1118,1106
Sat Aug 01 2015 19:43:21 GMT+0900 (Korea Standard Time),-4116,416,-13792,2232,7271,1383
Sat Aug 01 2015 19:43:21 GMT+0900 (Korea Standard Time),-4100,-2712,-17120,-10136,127,146
Sat Aug 01 2015 19:43:22 GMT+0900 (Korea Standard Time),-1676,-4548,-14756,711,-1448,5768
Sat Aug 01 2015 19:43:22 GMT+0900 (Korea Standard Time),-1752,-3188,-16736,2606,-2996,380
Sat Aug 01 2015 19:43:22 GMT+0900 (Korea Standard Time),-3700,-3292,-16412,1842,-4024,-554
Sat Aug 01 2015 19:43:23 GMT+0900 (Korea Standard Time),-6280,-2168,-16392,351,-712,161
Sat Aug 01 2015 19:43:23 GMT+0900 (Korea Standard Time),-4736,-2932,-15612,-583,280,440
Sat Aug 01 2015 19:43:23 GMT+0900 (Korea Standard Time),-6072,-2164,-16260,-242,-535,993
Sat Aug 01 2015 19:43:24 GMT+0900 (Korea Standard Time),-6972,-3392,-19080,-839,2225,-474
Sat Aug 01 2015 19:43:24 GMT+0900 (Korea Standard Time),-5680,-2740,-15864,-865,-1212,844
Sat Aug 01 2015 19:43:24 GMT+0900 (Korea Standard Time),-4988,-1648,-15896,-583,-419,509
Sat Aug 01 2015 19:43:25 GMT+0900 (Korea Standard Time),-5072,-188,-15404,-545,5459,1733
Sat Aug 01 2015 19:43:25 GMT+0900 (Korea Standard Time),-3436,2648,-14824,-13576,-3820,3812
Sat Aug 01 2015 19:43:25 GMT+0900 (Korea Standard Time),-4540,7000,-14724,1730,4552,3632
Sat Aug 01 2015 19:43:26 GMT+0900 (Korea Standard Time),-1624,6944,-13528,2312,-373,1005
Sat Aug 01 2015 19:43:26 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:26 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:27 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:27 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:27 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:28 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:28 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:28 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:29 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
Sat Aug 01 2015 19:43:29 GMT+0900 (Korea Standard Time),0,0,0,0,0,0
